MONTH_YEAR,STN_CODE,NAMEOFMONITORINGLOCATION,USEBASEDCLASS,DO,PH,CONDUCTIVITY,BOD,NITRATE_N,FECAL_COLI,TOTAL_COLI,CARBONATE,BICARBONATE,PHENOLPHTHALEINALKALINITY,TOTALALKALINITY,CHLORIDES,COD,TOTALKJELDAHLNITROGEN,AMMONICALN,TOTALHARDNESS,CAASCACO3,MGASCACO3,SULPHATE,SODIUM,TOTALDISSOLVEDSOLIDS,TOTALSUSPENDEDSOLIDS,PHOSPHATE,BORON,POTASSIUM,FLUORIDE,SODIUMPERCENTAGE,SAR,ORTHOPHOSPHATE,YEAR
03/24,5566.0,"Basavanapura Lake Ayyappa Nagr Main Road , K. R. Puram , B'lore","D (Propagation of wild life,fisheries)",4.7,7.9,541.0,9.0,1.77,2200.0,24000.0,3.0,100.0,5.0,100.0,64.0,80.0,1.5,0.72,68.0,40.0,28.0,27.0,32.0,368.0,20.0,0.2,0.5,2.0,0.28,49.0,2.0,0.31,2024.0
03/24,5567.0,"Doddakallasandra Lake,Bengaluru","E (Irrigation, industrial cooling and controlled waste)",3.2,7.1,879.0,15.0,3.2,2700.0,11000.0,3.0,112.0,5.0,112.0,148.0,149.0,3.89,2.99,188.0,100.0,88.0,14.0,86.0,600.0,240.0,0.2,0.5,11.0,0.34,48.0,2.7,0.05,2024.0
03/24,5568.0,"Ulsoor Lake Near Kalyani,Bengaluru","D (Propagation of wild life,fisheries)",4.5,6.9,730.0,8.0,2.5,3300.0,11000.0,3.0,136.0,5.0,136.0,92.0,72.0,1.5,0.4,116.0,64.0,52.0,30.0,81.0,492.0,18.0,0.48,0.5,20.0,0.28,55.0,3.0,1.2,2024.0
03/24,5569.0,"Byrasandra Upper Lake,Bengaluru","D (Propagation of wild life,fisheries)",4.4,7.0,723.0,8.0,2.5,1400.0,4600.0,3.0,128.0,5.0,128.0,92.0,92.0,1.5,0.4,120.0,72.0,48.0,28.0,84.0,486.0,10.0,0.44,0.5,20.0,0.28,55.0,3.0,1.0,2024.0
03/24,5570.0,"Soulkere, Kaikondrahalli Vill,Bengaluru","E (Irrigation, industrial cooling and controlled waste)",3.4,7.9,2084.0,9.0,7.0,2700.0,11000.0,3.0,560.0,5.0,560.0,316.0,92.0,1.5,0.87,300.0,156.0,144.0,84.0,286.0,1436.0,120.0,1.28,0.5,41.0,0.28,42.0,4.0,1.63,2024.0
03/24,5571.0,"Kudlu Doddakere, Kudlu Vill,Bengaluru","E (Irrigation, industrial cooling and controlled waste)",3.2,8.6,1167.0,15.0,4.0,2200.0,4900.0,24.0,116.0,12.0,140.0,216.0,116.0,2.64,2.0,144.0,76.0,68.0,62.0,145.0,792.0,128.0,0.2,0.5,31.0,0.25,64.0,5.0,0.14,2024.0
03/24,5572.0,"Kudlu Chikkakere, Bgp Layout Kudlu Vill ,Bengaluru","D (Propagation of wild life,fisheries)",5.3,8.5,863.0,6.0,3.0,320.0,3500.0,32.0,100.0,16.0,132.0,156.0,56.0,1.5,0.48,132.0,72.0,60.0,31.0,107.0,586.0,72.0,0.31,0.5,29.0,0.22,58.0,4.0,0.8,2024.0
03/24,5574.0,"Anjanapura Lake ( Avala Halli Lake) Anjanapura,Bengaluru","D (Propagation of wild life,fisheries)",4.3,7.49,443.0,6.0,0.81,1700.0,7000.0,3.0,144.0,5.0,144.0,48.0,55.0,1.5,0.4,152.0,84.0,68.0,8.0,46.0,306.0,14.0,0.2,0.5,4.0,0.27,38.0,2.0,0.05,2024.0
03/24,5574.0,"Anjanapura Lake ( Avala Halli Lake) Anjanapura,Bengaluru","D (Propagation of wild life,fisheries)",4.65,7.995,456.0,9.5,1.3050000000000002,2150.0,11000.0,17.5,102.0,10.5,110.0,52.0,88.5,1.5,0.435,122.0,66.0,56.0,7.9743589743589745,33.0,316.0,54.0,0.2,0.5,11.0,0.24,32.5,1.45,0.0849999999999999,2024.0
04/24,1388.0,Ulsoor Lake Training Centre Of Fish Breeding,"D (Propagation of wild life,fisheries)",4.8,8.8,451.0,8.0,1.5,170.0,2400.0,16.0,56.0,8.0,72.0,68.0,69.0,1.5,0.48,48.0,28.0,20.0,25.0,51.0,308.0,14.0,0.3,0.5,16.0,0.2,62.0,3.2,0.7,2024.0
04/24,3593.0,Ulsoor Lake Temple,"D (Propagation of wild life,fisheries)",4.9,8.8,460.0,7.0,1.5,220.0,2400.0,24.0,64.0,12.0,88.0,60.0,64.0,1.5,0.43,64.0,36.0,28.0,27.0,51.0,314.0,12.0,0.2,0.5,16.0,0.2,57.0,2.8,0.6,2024.0
04/24,5568.0,"Ulsoor Lake Near Kalyani,Bengaluru","D (Propagation of wild life,fisheries)",4.9,8.9,459.0,7.4,1.5,390.0,2200.0,32.0,52.0,16.0,84.0,60.0,65.0,1.5,0.42,64.0,36.0,28.0,26.0,51.0,314.0,12.0,0.2,0.5,16.0,0.2,57.0,2.8,0.6,2024.0
04/24,5569.0,"Byrasandra Upper Lake,Bengaluru","E (Irrigation, industrial cooling and controlled waste)",3.0,7.5,656.0,18.0,2.9,2700.0,11000.0,3.0,176.0,5.0,176.0,116.0,118.0,2.3,1.8,136.0,72.0,64.0,34.0,90.0,448.0,16.0,5.9,0.5,20.0,0.22,54.0,3.4,13.0,2024.0
04/24,3595.0,Byrasandra Tank,"D (Propagation of wild life,fisheries)",4.7,8.6,456.0,7.0,1.5,320.0,3500.0,24.0,56.0,12.0,80.0,60.0,64.0,1.5,0.43,64.0,36.0,28.0,26.0,51.0,312.0,12.0,0.3,0.5,16.0,0.2,57.0,2.8,0.7,2024.0
04/24,4505.0,Nelamangala Lake,"E (Irrigation, industrial cooling and controlled waste)",2.8,7.2,2330.0,54.0,8.0,220.0,2400.0,3.0,430.0,5.0,430.0,580.0,244.0,10.2,6.5,650.0,340.0,310.0,50.0,254.0,1556.0,18.0,1.0,0.5,36.0,0.49,92.0,4.0,3.6,2024.0
04/24,3632.0,Veerapura Tank,"E (Irrigation, industrial cooling and controlled waste)",3.1,6.5,1056.0,16.0,3.4,1700.0,11000.0,3.0,296.0,5.0,296.0,164.0,145.0,3.87,2.98,284.0,148.0,136.0,16.0,103.0,720.0,238.0,0.2,0.5,13.0,0.3,43.0,2.7,0.05,2024.0
04/24,3620.0,Parappana Agrahara Lake,"E (Irrigation, industrial cooling and controlled waste)",0.3,8.2,882.0,66.0,4.0,14000.0,46000.0,3.0,172.0,5.0,172.0,160.0,292.0,17.4,13.8,120.0,64.0,56.0,19.0,98.0,580.0,138.0,1.04,0.5,33.0,0.26,56.0,4.0,2.8,2024.0
04/24,3622.0,Somasundrapalya Lake,"E (Irrigation, industrial cooling and controlled waste)",1.2,7.9,1318.0,29.0,5.06,390.0,3500.0,3.0,360.0,5.0,360.0,188.0,199.0,5.6,4.8,288.0,148.0,140.0,12.0,111.0,886.0,22.0,0.31,0.5,32.0,0.32,42.0,2.8,0.91,2024.0
04/24,4514.0,Sadaramangala Lake,"D (Propagation of wild life,fisheries)",4.6,7.8,788.0,8.0,3.4,330.0,4300.0,3.0,108.0,5.0,108.0,132.0,92.0,17.4,13.8,120.0,64.0,56.0,18.0,87.0,520.0,40.0,0.24,0.5,18.0,0.2,53.0,3.15,0.66,2024.0
04/24,5574.0,"Anjanapura Lake ( Avala Halli Lake) Anjanapura,Bengaluru","D (Propagation of wild life,fisheries)",5.2,7.1,376.0,5.0,0.8,320.0,3500.0,3.0,104.0,5.0,104.0,68.0,45.0,1.5,0.4,116.0,60.0,56.0,7.0,41.0,260.0,10.0,0.2,0.5,6.0,0.2,41.0,2.0,0.05,2024.0
04/24,4544.0,Kothanuru Lake,"D (Propagation of wild life,fisheries)",4.8,7.5,394.0,7.0,0.8,1400.0,7900.0,3.0,152.0,5.0,152.0,44.0,88.0,1.5,0.4,168.0,88.0,80.0,8.0,40.0,270.0,10.0,0.2,0.5,5.0,0.2,33.0,1.3,0.05,2024.0
04/24,3614.0,Puttenahalli Lake,"D (Propagation of wild life,fisheries)",4.6,7.5,640.0,5.0,1.5,340.0,2800.0,3.0,140.0,5.0,140.0,132.0,46.0,1.5,0.4,160.0,84.0,76.0,9.0,61.0,438.0,10.0,0.39,0.5,8.0,0.22,44.0,2.1,1.21,2024.0
04/24,3613.0,Gottigere Lake,"E (Irrigation, industrial cooling and controlled waste)",3.6,7.3,1128.0,10.0,2.8,11000.0,46000.0,3.0,296.0,5.0,296.0,196.0,117.0,4.4,3.6,304.0,156.0,148.0,17.0,99.0,770.0,22.0,0.29,0.5,10.0,0.6,40.0,2.4,0.89,2024.0
04/24,3616.0,Kalena Agrahara Lake,"D (Propagation of wild life,fisheries)",4.6,7.3,373.0,8.0,0.8,1400.0,7000.0,3.0,148.0,5.0,148.0,48.0,89.0,1.5,0.4,116.0,68.0,48.0,8.0,42.0,260.0,10.0,0.2,0.5,5.0,0.3,42.0,2.0,0.05,2024.0
04/24,3615.0,Arakere Lake,"D (Propagation of wild life,fisheries)",4.9,7.5,389.0,6.0,0.8,2100.0,9400.0,3.0,164.0,5.0,164.0,68.0,75.0,1.5,0.42,136.0,72.0,64.0,11.666666666666666,43.0,288.0,10.0,0.2,0.5,5.0,0.38,39.0,1.4,0.05,2024.0
04/24,3589.0,Madiwala Tank,"D (Propagation of wild life,fisheries)",5.2,7.3,666.0,8.0,1.5,1400.0,7900.0,3.0,172.0,5.0,172.0,116.0,81.0,1.5,0.46,180.0,96.0,84.0,15.333333333333332,64.0,458.0,10.0,0.44,0.5,5.0,0.34,43.0,10.0,1.35,2024.0
04/24,3612.0,Agaram Lake,"D (Propagation of wild life,fisheries)",5.3,7.3,1067.0,7.0,3.0,1500.0,4800.0,3.0,120.0,5.0,120.0,124.0,87.0,1.5,0.4,116.0,68.0,48.0,19.0,102.0,730.0,10.0,1.0,0.5,13.0,0.3,62.0,4.0,3.1,2024.0
04/24,3619.0,Begur Tank,"D (Propagation of wild life,fisheries)",5.4,7.2,1274.0,7.0,2.95,930.0,4900.0,3.0,172.0,5.0,172.0,164.0,75.0,1.5,3.06,192.0,100.0,92.0,19.0,102.0,860.0,12.0,0.98,0.5,15.0,0.3,51.0,3.2,3.0,2024.0
04/24,3618.0,Singasandra Lake,"D (Propagation of wild life,fisheries)",5.2,7.1,1280.0,6.0,2.9,2100.0,17000.0,3.0,176.0,5.0,176.0,196.0,69.0,1.5,0.4,212.0,116.0,96.0,18.8,107.0,870.0,10.0,1.1,0.5,20.0,0.2,50.0,3.2,3.3,2024.0
04/24,3601.0,Karihobanahalli Lake,"E (Irrigation, industrial cooling and controlled waste)",0.3,7.2,3260.0,22.0,10.7,14.0,240.0,3.0,924.0,5.0,924.0,512.0,180.0,1.5,15.82,888.0,452.0,436.0,50.0,313.0,2218.0,20.0,0.2,0.5,41.0,0.41,42.0,4.6,0.05,2024.0
04/24,3594.0,Sankey Tank,"D (Propagation of wild life,fisheries)",4.8,8.0,612.0,7.0,2.3,170.0,2400.0,3.0,144.0,5.0,144.0,80.0,83.0,1.5,0.7,132.0,72.0,60.0,10.0,67.0,398.0,16.0,0.2,0.5,9.0,0.2,50.0,2.55,0.2,2024.0
04/24,5565.0,Kannur Lake Near By Hennur Road Bengalore,"D (Propagation of wild life,fisheries)",4.6,7.7,1111.0,7.0,2.5,2100.0,11000.0,3.0,196.0,5.0,196.0,132.0,75.0,1.5,0.4,220.0,116.0,104.0,9.0,101.0,760.0,10.0,0.21,0.5,26.0,0.21,47.0,3.0,0.64,2024.0
04/24,5570.0,"Soulkere, Kaikondrahalli Vill,Bengaluru","D (Propagation of wild life,fisheries)",5.9,7.7,803.0,5.0,3.0,26.0,1600.0,3.0,112.0,5.0,112.0,144.0,60.0,1.5,0.4,96.0,56.0,40.0,15.0,105.0,534.0,14.0,0.24,0.5,15.0,0.23,66.0,4.6,0.62,2024.0
04/24,4546.0,Jakksandra Lake (Kasavanahalli Lake ),"D (Propagation of wild life,fisheries)",5.2,7.8,1099.0,4.0,3.0,270.0,1100.0,3.0,104.0,5.0,104.0,204.0,60.0,1.5,0.4,128.0,72.0,56.0,56.0,159.0,732.0,66.0,0.2,0.5,32.0,0.36,67.0,6.0,0.49,2024.0
04/24,3621.0,Haralur Lake,"D (Propagation of wild life,fisheries)",6.0,6.9,1830.0,4.0,6.3,240.0,2200.0,3.0,216.0,5.0,216.0,408.0,44.0,1.5,0.4,340.0,176.0,164.0,27.0,234.0,1220.0,22.0,0.48,0.5,33.0,0.38,57.0,6.0,1.2,2024.0
04/24,5571.0,"Kudlu Doddakere, Kudlu Vill,Bengaluru","D (Propagation of wild life,fisheries)",5.7,7.8,1028.0,5.0,3.5,210.0,1700.0,3.0,104.0,5.0,104.0,216.0,52.0,1.5,0.4,148.0,80.0,68.0,56.0,172.0,684.0,72.0,0.22,0.5,31.0,0.37,66.0,6.0,0.56,2024.0
04/24,4532.0,Chandapura Lake,"E (Irrigation, industrial cooling and controlled waste)",0.3,7.1,2273.0,75.0,9.9,1400.0,4900.0,3.0,572.0,5.0,572.0,476.0,250.0,50.0,38.0,548.0,280.0,268.0,42.0,290.0,1548.0,46.0,6.3,0.5,40.0,0.39,51.0,7.5,15.0,2024.0
04/24,4531.0,Rayasandra Lake,"E (Irrigation, industrial cooling and controlled waste)",0.3,7.5,2158.0,66.0,8.9,3200.0,14000.0,3.0,564.0,5.0,564.0,420.0,219.0,36.0,29.0,436.0,220.0,216.0,43.0,268.0,1470.0,36.0,5.8,0.5,40.0,0.23,54.0,7.9,13.0,2024.0
04/24,4107.0,"River Dakshina Pinakini Near Mugalur Bridge Mugalur, Bengaluru","E (Irrigation, industrial cooling and controlled waste)",0.3,7.2,974.0,71.0,5.6,140.0,790.0,3.0,428.0,5.0,428.0,196.0,232.0,40.0,30.0,276.0,144.0,132.0,23.0,164.0,666.0,40.0,4.6,0.5,32.0,0.2,53.0,5.9,14.0,2024.0
04/24,4547.0,Mangamanapalya Lake(Swarana Kunte),"D (Propagation of wild life,fisheries)",4.5,7.8,1106.0,6.0,4.3,220.0,940.0,3.0,124.0,5.0,124.0,232.0,54.0,1.5,0.4,156.0,84.0,72.0,51.0,126.0,756.0,10.0,0.2,0.5,30.0,0.29,58.0,6.0,0.6,2024.0
04/24,3609.0,Ibbalur Lake,"D (Propagation of wild life,fisheries)",4.7,7.8,736.0,6.0,3.0,170.0,1300.0,3.0,124.0,5.0,124.0,144.0,52.0,1.5,0.4,108.0,60.0,48.0,22.0,97.0,504.0,10.0,0.2,0.5,24.0,0.2,60.0,5.5,0.5,2024.0
04/24,3602.0,Bellandur Lake,"E (Irrigation, industrial cooling and controlled waste)",0.3,7.7,1322.0,27.0,5.8,7800.0,23000.0,3.0,300.0,5.0,300.0,184.0,182.0,2.6,2.0,356.0,184.0,172.0,73.0,175.0,902.0,28.0,2.2,0.5,33.0,0.23,49.0,5.6,7.6,2024.0
04/24,4545.0,Jungu Kere (Devarabeesanahalli Lake),"D (Propagation of wild life,fisheries)",4.5,7.8,1168.0,7.0,4.2,330.0,2200.0,3.0,124.0,5.0,124.0,208.0,58.0,1.5,0.4,124.0,68.0,56.0,51.0,200.0,926.0,10.0,0.2,0.5,28.0,0.27,72.0,10.6,0.05,2024.0
04/24,4528.0,Doddakannehalli Lake,"E (Irrigation, industrial cooling and controlled waste)",1.4,7.8,1358.0,26.0,5.7,260.0,1400.0,3.0,324.0,5.0,324.0,1921.0,174.0,4.4,3.4,340.0,176.0,164.0,87.0,169.0,928.0,36.0,1.5,0.5,29.0,0.23,49.0,5.6,6.0,2024.0
04/24,3611.0,Kaikondanahalli Lake,"E (Irrigation, industrial cooling and controlled waste)",2.6,7.9,1851.0,23.0,8.5,340.0,2800.0,3.0,484.0,5.0,484.0,356.0,152.0,26.0,20.0,320.0,172.0,148.0,38.0,244.0,1260.0,28.0,1.3,0.5,39.0,0.2,59.0,8.0,4.6,2024.0
04/24,4506.0,Abbigere Lake,"D (Propagation of wild life,fisheries)",4.2,8.3,1858.0,8.0,6.9,170.0,2400.0,24.0,420.0,12.0,444.0,276.0,92.0,1.5,0.48,564.0,288.0,276.0,56.0,161.0,1240.0,10.0,0.43,0.5,28.0,0.2,37.0,3.0,1.0,2024.0
04/24,4504.0,Sarakki Lake,"D (Propagation of wild life,fisheries)",4.2,8.2,1000.0,6.8,4.0,2100.0,7000.0,3.0,212.0,5.0,212.0,140.0,68.0,1.5,0.4,176.0,92.0,84.0,5.0,109.0,680.0,48.0,0.23,0.5,35.0,0.21,52.0,4.0,0.57,2024.0
04/24,3638.0,Yelachenahalli Lake,"D (Propagation of wild life,fisheries)",5.3,8.1,587.0,6.0,2.0,1700.0,7900.0,3.0,80.0,5.0,80.0,96.0,56.0,1.5,0.6,120.0,64.0,56.0,8.0,79.0,404.0,106.0,0.2,0.5,12.0,0.2,55.0,3.0,0.29,2024.0
04/24,3592.0,Yediyur Tank,"E (Irrigation, industrial cooling and controlled waste)",3.1,8.1,482.0,13.0,2.0,1400.0,4800.0,3.0,92.0,5.0,92.0,52.0,124.0,1.5,1.05,40.0,24.0,16.0,10.0,67.0,332.0,64.0,0.26,0.5,16.0,0.25,71.0,5.0,0.63,2024.0
04/24,3591.0,Kempambudhi Tank,"E (Irrigation, industrial cooling and controlled waste)",2.6,8.0,697.0,12.0,2.0,2000.0,9400.0,3.0,188.0,5.0,188.0,64.0,128.0,2.67,2.06,168.0,88.0,80.0,25.0,93.0,386.0,61.0,94.0,1.0,25.0,0.25,51.0,3.0,0.42,2024.0
04/24,3590.0,Lalbagh Tank,"D (Propagation of wild life,fisheries)",5.1,8.2,649.0,5.0,2.0,1700.0,13000.0,3.0,96.0,5.0,96.0,96.0,48.0,1.5,0.6,112.0,60.0,52.0,7.0,74.0,440.0,58.0,0.2,0.5,19.0,0.36,54.0,3.0,0.32,2024.0
04/24,4515.0,Bhattarahalli Lake,"D (Propagation of wild life,fisheries)",4.1,8.5,1151.0,12.0,3.7,320.0,3500.0,16.0,308.0,8.0,324.0,196.0,121.0,1.5,0.99,312.0,164.0,148.0,18.0,112.0,784.0,30.0,2.1,0.5,14.0,0.9,42.0,2.8,0.76,2024.0
04/24,5564.0,"Kannamangala Lake Hoskote Main Road , Bengalore","D (Propagation of wild life,fisheries)",4.2,7.9,1716.0,13.0,5.6,2100.0,7000.0,3.0,484.0,5.0,484.0,268.0,129.0,1.5,0.99,464.0,240.0,224.0,26.0,166.0,1168.0,24.0,0.86,0.5,21.0,0.93,42.0,3.4,2.3,2024.0
04/24,5566.0,"Basavanapura Lake Ayyappa Nagr Main Road , K. R. Puram , Bengaluru","E (Irrigation, industrial cooling and controlled waste)",3.4,7.1,1173.0,15.0,3.8,1700.0,9400.0,3.0,328.0,5.0,328.0,184.0,151.0,5.2,4.0,316.0,164.0,152.0,18.0,114.0,800.0,320.0,0.77,0.5,15.0,0.9,42.0,2.8,2.1,2024.0
04/24,3607.0,Kalkere Tank,"E (Irrigation, industrial cooling and controlled waste)",0.9,7.8,1477.0,21.0,4.8,6800.0,49000.0,3.0,416.0,5.0,416.0,232.0,175.0,13.4,10.3,400.0,208.0,192.0,23.0,143.0,1006.0,1040.0,2.7,0.5,18.0,0.93,42.0,3.1,0.98,2024.0
04/24,4519.0,Rampura Lake,"E (Irrigation, industrial cooling and controlled waste)",0.3,7.4,1755.0,24.0,5.7,17000.0,48000.0,3.0,496.0,5.0,496.0,276.0,196.0,24.4,18.8,476.0,244.0,232.0,27.0,169.0,1196.0,394.0,3.2,0.5,22.0,0.94,42.0,3.4,9.2,2024.0
04/24,3643.0,Benniganahalli Lake,"D (Propagation of wild life,fisheries)",5.7,8.1,618.0,6.0,3.0,1100.0,4600.0,3.0,80.0,5.0,80.0,80.0,60.0,1.5,0.5,120.0,60.0,60.0,5.0,91.0,420.0,18.0,0.2,0.5,36.0,0.2,54.0,4.0,0.3,2024.0
04/24,3605.0,Yelemallappa Shetty Lake,"E (Irrigation, industrial cooling and controlled waste)",3.4,8.2,1766.0,15.0,6.0,1400.0,4900.0,3.0,520.0,5.0,520.0,348.0,140.0,19.5,15.0,368.0,188.0,180.0,6.0,239.0,1218.0,10.0,0.54,0.5,39.0,0.26,55.0,5.0,1.35,2024.0
04/24,3603.0,Vengaiyyanakere( Kr Puram Lake ),"E (Irrigation, industrial cooling and controlled waste)",3.1,8.2,1371.0,18.0,5.0,2600.0,14000.0,3.0,452.0,5.0,452.0,188.0,172.0,4.68,3.6,252.0,132.0,120.0,6.0,174.0,932.0,10.0,0.75,0.5,33.0,0.2,56.0,5.0,1.52,2024.0
04/24,4526.0,Devasandra Lake,"E (Irrigation, industrial cooling and controlled waste)",1.2,8.2,935.0,87.0,3.0,1300.0,4900.0,3.0,124.0,5.0,124.0,208.0,364.0,5.0,3.9,192.0,100.0,92.0,20.0,118.0,644.0,56.0,0.92,0.5,33.0,0.45,52.0,4.0,2.0,2024.0
04/24,5563.0,"Segehalli Lake Baavanapura Road Battarahalli , Bangalore East","E (Irrigation, industrial cooling and controlled waste)",1.3,7.6,1222.0,140.0,4.0,1100.0,11000.0,3.0,172.0,5.0,172.0,240.0,436.0,2.9,2.2,108.0,60.0,48.0,19.0,178.0,890.0,170.0,0.98,0.5,40.0,0.24,71.0,7.0,2.2,2024.0
04/24,4540.0,Kammagondanahalli Lake,"E (Irrigation, industrial cooling and controlled waste)",1.5,7.0,1667.0,24.0,6.5,1500.0,4100.0,3.0,656.0,5.0,656.0,196.0,160.0,3.9,3.0,396.0,204.0,192.0,32.0,194.0,1136.0,28.0,4.7,0.5,28.0,0.22,49.0,4.3,10.0,2024.0
04/24,4503.0,Madhure Tank,"D (Propagation of wild life,fisheries)",4.2,6.8,287.0,7.0,0.5,930.0,13000.0,3.0,92.0,5.0,92.0,36.0,72.0,1.5,0.4,140.0,72.0,68.0,5.0,28.0,198.0,10.0,0.2,0.5,3.0,0.2,29.0,1.4,0.05,2024.0
04/24,3623.0,Anekal Doddakere Tank,"E (Irrigation, industrial cooling and controlled waste)",1.2,7.6,1419.0,20.0,4.6,1400.0,9400.0,3.0,400.0,5.0,400.0,220.0,170.0,9.36,7.2,384.0,200.0,184.0,22.0,137.0,966.0,36.0,0.28,0.5,18.0,0.88,42.0,3.0,0.8,2024.0
04/24,3642.0,Jigani Tank,"D (Propagation of wild life,fisheries)",4.6,7.9,1285.0,10.0,4.2,260.0,1700.0,3.0,360.0,5.0,360.0,200.0,103.0,1.5,0.99,348.0,180.0,168.0,20.0,125.0,876.0,16.0,0.2,0.5,16.0,0.87,42.0,2.9,0.47,2024.0
04/24,4518.0,Garudacharpalya Tank,"D (Propagation of wild life,fisheries)",5.1,8.1,838.0,7.0,3.0,170.0,3500.0,3.0,188.0,5.0,188.0,132.0,72.0,1.5,0.4,160.0,84.0,76.0,23.0,94.0,570.0,48.0,0.72,0.5,34.0,0.2,50.0,3.0,1.74,2024.0
04/24,4520.0,Chinnappanahalli Lake,"E (Irrigation, industrial cooling and controlled waste)",2.3,8.5,2027.0,17.0,7.0,680.0,4600.0,32.0,164.0,16.0,196.0,420.0,156.0,4.68,3.6,364.0,188.0,176.0,49.0,243.0,1398.0,56.0,0.48,0.5,38.0,0.2,56.0,6.0,1.02,2024.0
04/24,5562.0,"Mahadevpuraâ   Lake, K. R. Puram , Bangalore East Taluka","D (Propagation of wild life,fisheries)",4.1,9.1,723.0,9.0,3.0,1200.0,7900.0,24.0,92.0,12.0,116.0,144.0,100.0,1.5,0.59,100.0,56.0,44.0,5.0,98.0,490.0,48.0,0.41,0.5,35.0,0.2,59.0,4.0,0.96,2024.0
04/24,3604.0,Doddanekkundi Lake,"D (Propagation of wild life,fisheries)",4.4,7.6,896.0,7.0,3.1,260.0,1700.0,3.0,188.0,5.0,188.0,128.0,72.0,1.5,0.4,168.0,92.0,76.0,36.0,136.0,598.0,84.0,0.26,0.5,9.0,0.35,62.0,5.0,0.69,2024.0
04/24,5561.0,"Munekolalu Lake ,Marathahalli, East Taluka ,Bengaluru","D (Propagation of wild life,fisheries)",4.5,7.4,864.0,7.0,3.0,140.0,13000.0,3.0,76.0,5.0,76.0,152.0,80.0,1.5,0.48,156.0,84.0,72.0,44.0,100.0,582.0,18.0,0.52,0.5,16.0,0.22,55.0,3.0,1.4,2024.0
04/24,3608.0,Varthur Lake,"E (Irrigation, industrial cooling and controlled waste)",1.2,7.2,1477.0,26.0,5.1,170000.0,1700000.0,3.0,432.0,5.0,432.0,172.0,184.0,36.0,26.0,248.0,132.0,116.0,25.0,154.0,978.0,42.0,1.2,0.5,31.0,0.2,48.0,4.0,3.5,2024.0
04/24,4527.0,Sheelavanta-Whitefield Lake,"E (Irrigation, industrial cooling and controlled waste)",1.0,7.6,1696.0,58.0,6.0,2600.0,11000.0,3.0,144.0,5.0,144.0,392.0,292.0,35.0,28.0,248.0,132.0,116.0,63.0,258.0,1120.0,174.0,3.0,0.5,30.0,0.2,61.0,7.0,9.2,2024.0
04/24,4524.0,Pattandur Agrahara Lake,"E (Irrigation, industrial cooling and controlled waste)",3.0,7.9,2970.0,39.0,10.3,1100.0,6300.0,3.0,444.0,5.0,444.0,268.0,220.0,26.0,18.0,520.0,268.0,252.0,62.0,370.0,1122.0,10.0,2.5,0.5,69.0,0.2,57.0,7.0,7.1,2024.0
04/24,4516.0,Kundalahalli Lake,"E (Irrigation, industrial cooling and controlled waste)",1.4,8.2,1822.0,27.0,6.3,210.0,3500.0,3.0,216.0,5.0,216.0,464.0,184.0,19.0,12.0,364.0,188.0,176.0,56.0,255.0,1206.0,108.0,1.0,0.5,22.0,0.2,58.0,6.0,2.8,2024.0
04/24,5560.0,"Hoodi (Rajapalya Lake) Itpl Main Road, Near Hoodi,Bengaluru","E (Irrigation, industrial cooling and controlled waste)",1.2,8.3,1610.0,58.0,5.6,2000.0,9400.0,48.0,248.0,24.0,272.0,340.0,292.0,25.0,18.0,304.0,160.0,144.0,43.0,260.0,1076.0,114.0,1.5,0.5,36.0,0.2,62.0,6.0,4.6,2024.0
04/24,4525.0,Seetharampalya Lake,"E (Irrigation, industrial cooling and controlled waste)",1.8,7.7,1594.0,41.0,5.5,220.0,2400.0,3.0,268.0,5.0,268.0,348.0,236.0,20.0,14.0,300.0,156.0,144.0,38.0,258.0,1068.0,106.0,2.5,0.5,32.0,0.2,62.0,6.0,7.1,2024.0
04/24,3610.0,Tubarahalli Tank,"D (Propagation of wild life,fisheries)",4.4,7.7,845.0,7.0,2.9,210.0,3500.0,3.0,76.0,5.0,76.0,156.0,88.0,1.5,0.47,160.0,88.0,72.0,56.0,95.0,572.0,20.0,0.75,0.5,15.0,0.23,53.0,3.0,1.9,2024.0
04/24,3636.0,Hoskere Lake,"E (Irrigation, industrial cooling and controlled waste)",0.3,6.9,2550.0,79.0,9.8,270.0,3500.0,3.0,588.0,5.0,588.0,444.0,357.0,19.0,15.0,668.0,340.0,328.0,83.0,163.0,1738.0,42.0,1.28,0.5,51.0,0.22,32.0,2.7,3.64,2024.0
04/24,3633.0,Subramanyapura Tank,"E (Irrigation, industrial cooling and controlled waste)",0.3,7.0,5270.0,81.0,20.2,2600.0,9400.0,3.0,260.0,5.0,260.0,1240.0,393.0,22.0,18.0,1350.0,690.0,660.0,212.0,336.0,3644.0,46.0,2.81,0.5,97.0,0.24,33.0,3.97,8.0,2024.0
04/24,3596.0,Nayandanahalli Tank,"D (Propagation of wild life,fisheries)",5.1,7.9,934.0,4.0,3.6,220.0,1400.0,3.0,216.0,5.0,216.0,160.0,45.0,1.5,0.84,252.0,132.0,120.0,38.0,89.0,636.0,10.0,0.22,0.5,19.0,0.2,41.0,2.4,0.62,2024.0
